t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state
0.8333,pushUp,face,0.050788,,0.950000,0.3,0.3,0.225363,0.225363,0.950000,0.050788,2,,,,,,,0,0,synthetic
0.8667,pushUp,face,0.048678,,0.950000,0.3,0.3,0.220630,0.220630,0.950000,0.048678,2,,,,,,,0,0,synthetic
0.9000,pushUp,face,0.053435,,0.950000,0.3,0.3,0.231160,0.231160,0.950000,0.053435,2,,,,,,,0,0,synthetic
0.9333,pushUp,face,0.051113,,0.950000,0.3,0.3,0.226082,0.226082,0.950000,0.051113,2,,,,,,,0,0,synthetic
0.9667,pushUp,face,0.052394,,0.950000,0.3,0.3,0.228897,0.228897,0.950000,0.052394,2,,,,,,,0,0,synthetic
1.0000,pushUp,face,0.048759,,0.950000,0.3,0.3,0.220815,0.220815,0.950000,0.048759,2,,,,,,,0,0,synthetic
1.0333,pushUp,face,0.048521,,0.950000,0.3,0.3,0.220275,0.220275,0.950000,0.048521,2,,,,,,,0,0,synthetic
1.0667,pushUp,face,0.049312,,0.950000,0.3,0.3,0.222063,0.222063,0.950000,0.049312,2,,,,,,,0,0,synthetic
1.1000,pushUp,face,0.049787,,0.950000,0.3,0.3,0.223130,0.223130,0.950000,0.049787,2,,,,,,,0,0,synthetic
1.1333,pushUp,face,0.051264,,0.950000,0.3,0.3,0.226416,0.226416,0.950000,0.051264,2,,,,,,,0,0,synthetic
1.1667,pushUp,face,0.050497,,0.950000,0.3,0.3,0.224715,0.224715,0.950000,0.050497,2,,,,,,,0,0,synthetic
1.2000,pushUp,face,0.049105,,0.950000,0.3,0.3,0.221597,0.221597,0.950000,0.049105,2,,,,,,,0,0,synthetic
1.2333,pushUp,face,0.048086,,0.950000,0.3,0.3,0.219286,0.219286,0.950000,0.048086,2,,,,,,,0,0,synthetic
1.2667,pushUp,face,0.048959,,0.950000,0.3,0.3,0.221266,0.221266,0.950000,0.048959,2,,,,,,,0,0,synthetic
1.3000,pushUp,face,0.052442,,0.950000,0.3,0.3,0.229002,0.229002,0.950000,0.052442,2,,,,,,,0,0,synthetic
1.3333,pushUp,face,0.048384,,0.950000,0.3,0.3,0.219964,0.219964,0.950000,0.048384,2,,,,,,,0,0,synthetic
1.3667,pushUp,face,0.050490,,0.950000,0.3,0.3,0.224699,0.224699,0.950000,0.050490,2,,,,,,,0,0,synthetic
1.4000,pushUp,face,0.050853,,0.950000,0.3,0.3,0.225506,0.225506,0.950000,0.050853,2,,,,,,,0,0,synthetic
1.4333,pushUp,face,0.047021,,0.950000,0.3,0.3,0.216842,0.216842,0.950000,0.047021,2,,,,,,,0,0,synthetic
1.4667,pushUp,face,0.050097,,0.950000,0.3,0.3,0.223823,0.223823,0.950000,0.050097,2,,,,,,,0,0,synthetic
1.5000,pushUp,face,0.052612,,0.950000,0.3,0.3,0.229374,0.229374,0.950000,0.052612,2,,,,,,,0,0,synthetic
1.5333,pushUp,face,0.055782,,0.950000,0.3,0.3,0.236182,0.236182,0.950000,0.055782,2,,,,,,,0,0,synthetic
1.5667,pushUp,face,0.068936,,0.950000,0.3,0.3,0.262556,0.262556,0.950000,0.068936,2,,,,,,,0,0,synthetic
1.6000,pushUp,face,0.079051,,0.950000,0.3,0.3,0.281161,0.281161,0.950000,0.079051,2,,,,,,,0,0,synthetic
1.6333,pushUp,face,0.087188,,0.950000,0.3,0.3,0.295277,0.295277,0.950000,0.087188,2,,,,,,,0,0,synthetic
1.6667,pushUp,face,0.099211,,0.950000,0.3,0.3,0.314977,0.314977,0.950000,0.099211,2,,,,,,,0,0,synthetic
1.7000,pushUp,face,0.107278,,0.950000,0.3,0.3,0.327533,0.327533,0.950000,0.107278,2,,,,,,,0,0,synthetic
1.7333,pushUp,face,0.113414,,0.950000,0.3,0.3,0.336770,0.336770,0.950000,0.113414,2,,,,,,,0,0,synthetic
1.7667,pushUp,face,0.126656,,0.950000,0.3,0.3,0.355887,0.355887,0.950000,0.126656,2,,,,,,,0,0,synthetic
1.8000,pushUp,face,0.134674,,0.950000,0.3,0.3,0.366980,0.366980,0.950000,0.134674,2,,,,,,,0,0,synthetic
1.8333,pushUp,face,0.143206,,0.950000,0.3,0.3,0.378426,0.378426,0.950000,0.143206,2,,,,,,,0,0,synthetic
1.8667,pushUp,face,0.151783,,0.950000,0.3,0.3,0.389593,0.389593,0.950000,0.151783,2,,,,,,,0,0,synthetic
1.9000,pushUp,face,0.156791,,0.950000,0.3,0.3,0.395968,0.395968,0.950000,0.156791,2,,,,,,,0,0,synthetic
1.9333,pushUp,face,0.163015,,0.950000,0.3,0.3,0.403751,0.403751,0.950000,0.163015,2,,,,,,,0,0,synthetic
1.9667,pushUp,face,0.166405,,0.950000,0.3,0.3,0.407927,0.407927,0.950000,0.166405,2,,,,,,,0,0,synthetic
2.0000,pushUp,face,0.175951,,0.950000,0.3,0.3,0.419466,0.419466,0.950000,0.175951,2,,,,,,,0,0,synthetic
2.0333,pushUp,face,0.178680,,0.950000,0.3,0.3,0.422706,0.422706,0.950000,0.178680,2,,,,,,,0,0,synthetic
2.0667,pushUp,face,0.183626,,0.950000,0.3,0.3,0.428515,0.428515,0.950000,0.183626,2,,,,,,,0,0,synthetic
2.1000,pushUp,face,0.186052,,0.950000,0.3,0.3,0.431338,0.431338,0.950000,0.186052,2,,,,,,,0,0,synthetic
2.1333,pushUp,face,0.190104,,0.950000,0.3,0.3,0.436010,0.436010,0.950000,0.190104,2,,,,,,,0,0,synthetic
2.1667,pushUp,face,0.193827,,0.950000,0.3,0.3,0.440257,0.440257,0.950000,0.193827,2,,,,,,,0,0,synthetic
2.2000,pushUp,face,0.199695,,0.950000,0.3,0.3,0.446873,0.446873,0.950000,0.199695,2,,,,,,,0,0,synthetic
2.2333,pushUp,face,0.194653,,0.950000,0.3,0.3,0.441195,0.441195,0.950000,0.194653,2,,,,,,,0,0,synthetic
2.2667,pushUp,face,0.196763,,0.950000,0.3,0.3,0.443580,0.443580,0.950000,0.196763,2,,,,,,,0,0,synthetic
2.3000,pushUp,face,0.200479,,0.950000,0.3,0.3,0.447748,0.447748,0.950000,0.200479,2,,,,,,,0,0,synthetic
2.3333,pushUp,face,0.202566,,0.950000,0.3,0.3,0.450073,0.450073,0.950000,0.202566,2,,,,,,,0,0,synthetic
2.3667,pushUp,face,0.199874,,0.950000,0.3,0.3,0.447072,0.447072,0.950000,0.199874,2,,,,,,,0,0,synthetic
2.4000,pushUp,face,0.193318,,0.950000,0.3,0.3,0.439679,0.439679,0.950000,0.193318,2,,,,,,,0,0,synthetic
2.4333,pushUp,face,0.189852,,0.950000,0.3,0.3,0.435721,0.435721,0.950000,0.189852,2,,,,,,,0,0,synthetic
2.4667,pushUp,face,0.192754,,0.950000,0.3,0.3,0.439038,0.439038,0.950000,0.192754,2,,,,,,,0,0,synthetic
2.5000,pushUp,face,0.187109,,0.950000,0.3,0.3,0.432561,0.432561,0.950000,0.187109,2,,,,,,,0,0,synthetic
2.5333,pushUp,face,0.182291,,0.950000,0.3,0.3,0.426956,0.426956,0.950000,0.182291,2,,,,,,,0,0,synthetic
2.5667,pushUp,face,0.181859,,0.950000,0.3,0.3,0.426449,0.426449,0.950000,0.181859,2,,,,,,,0,0,synthetic
2.6000,pushUp,face,0.176924,,0.950000,0.3,0.3,0.420623,0.420623,0.950000,0.176924,2,,,,,,,0,0,synthetic
2.6333,pushUp,face,0.169318,,0.950000,0.3,0.3,0.411482,0.411482,0.950000,0.169318,2,,,,,,,0,0,synthetic
2.6667,pushUp,face,0.163268,,0.950000,0.3,0.3,0.404064,0.404064,0.950000,0.163268,2,,,,,,,0,0,synthetic
2.7000,pushUp,face,0.156935,,0.950000,0.3,0.3,0.396150,0.396150,0.950000,0.156935,2,,,,,,,0,0,synthetic
2.7333,pushUp,face,0.152090,,0.950000,0.3,0.3,0.389987,0.389987,0.950000,0.152090,2,,,,,,,0,0,synthetic
2.7667,pushUp,face,0.142552,,0.950000,0.3,0.3,0.377561,0.377561,0.950000,0.142552,2,,,,,,,0,0,synthetic
2.8000,pushUp,face,0.134373,,0.950000,0.3,0.3,0.366569,0.366569,0.950000,0.134373,2,,,,,,,0,0,synthetic
2.8333,pushUp,face,0.126095,,0.950000,0.3,0.3,0.355099,0.355099,0.950000,0.126095,2,,,,,,,0,0,synthetic
2.8667,pushUp,face,0.113207,,0.950000,0.3,0.3,0.336462,0.336462,0.950000,0.113207,2,,,,,,,0,0,synthetic
2.9000,pushUp,face,0.109966,,0.950000,0.3,0.3,0.331611,0.331611,0.950000,0.109966,2,,,,,,,0,0,synthetic
2.9333,pushUp,face,0.100126,,0.950000,0.3,0.3,0.316427,0.316427,0.950000,0.100126,2,,,,,,,0,0,synthetic
2.9667,pushUp,face,0.089882,,0.950000,0.3,0.3,0.299803,0.299803,0.950000,0.089882,2,,,,,,,0,0,synthetic
3.0000,pushUp,face,0.075316,,0.950000,0.3,0.3,0.274437,0.274437,0.950000,0.075316,2,,,,,,,0,0,synthetic
3.0333,pushUp,face,0.068312,,0.950000,0.3,0.3,0.261365,0.261365,0.950000,0.068312,2,,,,,,,0,0,synthetic
3.0667,pushUp,face,0.061495,,0.950000,0.3,0.3,0.247982,0.247982,0.950000,0.061495,2,,,,,,,0,0,synthetic
3.1000,pushUp,face,0.046378,,0.950000,0.3,0.3,0.215355,0.215355,0.950000,0.046378,2,,,,,,,0,0,synthetic
3.1333,pushUp,face,0.049632,,0.950000,0.3,0.3,0.222782,0.222782,0.950000,0.049632,2,,,,,,,0,0,synthetic
3.1667,pushUp,face,0.052039,,0.950000,0.3,0.3,0.228121,0.228121,0.950000,0.052039,2,,,,,,,0,0,synthetic
3.2000,pushUp,face,0.047378,,0.950000,0.3,0.3,0.217664,0.217664,0.950000,0.047378,2,,,,,,,0,0,synthetic
3.2333,pushUp,face,0.053220,,0.950000,0.3,0.3,0.230695,0.230695,0.950000,0.053220,2,,,,,,,0,0,synthetic
3.2667,pushUp,face,0.051104,,0.950000,0.3,0.3,0.226062,0.226062,0.950000,0.051104,2,,,,,,,0,0,synthetic
3.3000,pushUp,face,0.049700,,0.950000,0.3,0.3,0.222934,0.222934,0.950000,0.049700,2,,,,,,,0,0,synthetic
3.3333,pushUp,face,0.050650,,0.950000,0.3,0.3,0.225055,0.225055,0.950000,0.050650,2,,,,,,,0,0,synthetic
3.3667,pushUp,face,0.051300,,0.950000,0.3,0.3,0.226494,0.226494,0.950000,0.051300,2,,,,,,,0,0,synthetic
3.4000,pushUp,face,0.050241,,0.950000,0.3,0.3,0.224145,0.224145,0.950000,0.050241,2,,,,,,,0,0,synthetic
3.4333,pushUp,face,0.052291,,0.950000,0.3,0.3,0.228673,0.228673,0.950000,0.052291,2,,,,,,,0,0,synthetic
3.4667,pushUp,face,0.048677,,0.950000,0.3,0.3,0.220628,0.220628,0.950000,0.048677,2,,,,,,,0,0,synthetic
3.5000,pushUp,face,0.049171,,0.950000,0.3,0.3,0.221744,0.221744,0.950000,0.049171,2,,,,,,,0,0,synthetic
3.5333,pushUp,face,0.061894,,0.950000,0.3,0.3,0.248785,0.248785,0.950000,0.061894,2,,,,,,,0,0,synthetic
3.5667,pushUp,face,0.069633,,0.950000,0.3,0.3,0.263880,0.263880,0.950000,0.069633,2,,,,,,,0,0,synthetic
3.6000,pushUp,face,0.077503,,0.950000,0.3,0.3,0.278393,0.278393,0.950000,0.077503,2,,,,,,,0,0,synthetic
3.6333,pushUp,face,0.090716,,0.950000,0.3,0.3,0.301191,0.301191,0.950000,0.090716,2,,,,,,,0,0,synthetic
3.6667,pushUp,face,0.101147,,0.950000,0.3,0.3,0.318036,0.318036,0.950000,0.101147,2,,,,,,,0,0,synthetic
3.7000,pushUp,face,0.106513,,0.950000,0.3,0.3,0.326363,0.326363,0.950000,0.106513,2,,,,,,,0,0,synthetic
3.7333,pushUp,face,0.113583,,0.950000,0.3,0.3,0.337021,0.337021,0.950000,0.113583,2,,,,,,,0,0,synthetic
3.7667,pushUp,face,0.124731,,0.950000,0.3,0.3,0.353172,0.353172,0.950000,0.124731,2,,,,,,,0,0,synthetic
3.8000,pushUp,face,0.133037,,0.950000,0.3,0.3,0.364743,0.364743,0.950000,0.133037,2,,,,,,,0,0,synthetic
3.8333,pushUp,face,0.140718,,0.950000,0.3,0.3,0.375124,0.375124,0.950000,0.140718,2,,,,,,,0,0,synthetic
3.8667,pushUp,face,0.151711,,0.950000,0.3,0.3,0.389501,0.389501,0.950000,0.151711,2,,,,,,,0,0,synthetic
3.9000,pushUp,face,0.154012,,0.950000,0.3,0.3,0.392444,0.392444,0.950000,0.154012,2,,,,,,,0,0,synthetic
3.9333,pushUp,face,0.165297,,0.950000,0.3,0.3,0.406568,0.406568,0.950000,0.165297,2,,,,,,,0,0,synthetic
3.9667,pushUp,face,0.166466,,0.950000,0.3,0.3,0.408003,0.408003,0.950000,0.166466,2,,,,,,,0,0,synthetic
4.0000,pushUp,face,0.173146,,0.950000,0.3,0.3,0.416109,0.416109,0.950000,0.173146,2,,,,,,,0,0,synthetic
4.0333,pushUp,face,0.181167,,0.950000,0.3,0.3,0.425637,0.425637,0.950000,0.181167,2,,,,,,,0,0,synthetic
4.0667,pushUp,face,0.186788,,0.950000,0.3,0.3,0.432190,0.432190,0.950000,0.186788,2,,,,,,,0,0,synthetic
4.1000,pushUp,face,0.190300,,0.950000,0.3,0.3,0.436234,0.436234,0.950000,0.190300,2,,,,,,,0,0,synthetic
4.1333,pushUp,face,0.192730,,0.950000,0.3,0.3,0.439010,0.439010,0.950000,0.192730,2,,,,,,,0,0,synthetic
4.1667,pushUp,face,0.195174,,0.950000,0.3,0.3,0.441785,0.441785,0.950000,0.195174,2,,,,,,,0,0,synthetic
4.2000,pushUp,face,0.197423,,0.950000,0.3,0.3,0.444323,0.444323,0.950000,0.197423,2,,,,,,,0,0,synthetic
4.2333,pushUp,face,0.199867,,0.950000,0.3,0.3,0.447065,0.447065,0.950000,0.199867,2,,,,,,,0,0,synthetic
4.2667,pushUp,face,0.199326,,0.950000,0.3,0.3,0.446460,0.446460,0.950000,0.199326,2,,,,,,,0,0,synthetic
4.3000,pushUp,face,0.200555,,0.950000,0.3,0.3,0.447834,0.447834,0.950000,0.200555,2,,,,,,,0,0,synthetic
4.3333,pushUp,face,0.200824,,0.950000,0.3,0.3,0.448134,0.448134,0.950000,0.200824,2,,,,,,,0,0,synthetic
4.3667,pushUp,face,0.198718,,0.950000,0.3,0.3,0.445778,0.445778,0.950000,0.198718,2,,,,,,,0,0,synthetic
4.4000,pushUp,face,0.198646,,0.950000,0.3,0.3,0.445697,0.445697,0.950000,0.198646,2,,,,,,,0,0,synthetic
4.4333,pushUp,face,0.196021,,0.950000,0.3,0.3,0.442742,0.442742,0.950000,0.196021,2,,,,,,,0,0,synthetic
4.4667,pushUp,face,0.196061,,0.950000,0.3,0.3,0.442788,0.442788,0.950000,0.196061,2,,,,,,,0,0,synthetic
4.5000,pushUp,face,0.189232,,0.950000,0.3,0.3,0.435008,0.435008,0.950000,0.189232,2,,,,,,,0,0,synthetic
4.5333,pushUp,face,0.183676,,0.950000,0.3,0.3,0.428574,0.428574,0.950000,0.183676,2,,,,,,,0,0,synthetic
4.5667,pushUp,face,0.179159,,0.950000,0.3,0.3,0.423271,0.423271,0.950000,0.179159,2,,,,,,,0,0,synthetic
4.6000,pushUp,face,0.174694,,0.950000,0.3,0.3,0.417964,0.417964,0.950000,0.174694,2,,,,,,,0,0,synthetic
4.6333,pushUp,face,0.170851,,0.950000,0.3,0.3,0.413341,0.413341,0.950000,0.170851,2,,,,,,,0,0,synthetic
4.6667,pushUp,face,0.162103,,0.950000,0.3,0.3,0.402620,0.402620,0.950000,0.162103,2,,,,,,,0,0,synthetic
4.7000,pushUp,face,0.156838,,0.950000,0.3,0.3,0.396027,0.396027,0.950000,0.156838,2,,,,,,,0,0,synthetic
4.7333,pushUp,face,0.152576,,0.950000,0.3,0.3,0.390610,0.390610,0.950000,0.152576,2,,,,,,,0,0,synthetic
4.7667,pushUp,face,0.136185,,0.950000,0.3,0.3,0.369032,0.369032,0.950000,0.136185,2,,,,,,,0,0,synthetic
4.8000,pushUp,face,0.131088,,0.950000,0.3,0.3,0.362060,0.362060,0.950000,0.131088,2,,,,,,,0,0,synthetic
4.8333,pushUp,face,0.125488,,0.950000,0.3,0.3,0.354243,0.354243,0.950000,0.125488,2,,,,,,,0,0,synthetic
4.8667,pushUp,face,0.117140,,0.950000,0.3,0.3,0.342257,0.342257,0.950000,0.117140,2,,,,,,,0,0,synthetic
4.9000,pushUp,face,0.107880,,0.950000,0.3,0.3,0.328450,0.328450,0.950000,0.107880,2,,,,,,,0,0,synthetic
4.9333,pushUp,face,0.097354,,0.950000,0.3,0.3,0.312015,0.312015,0.950000,0.097354,2,,,,,,,0,0,synthetic
4.9667,pushUp,face,0.090133,,0.950000,0.3,0.3,0.300222,0.300222,0.950000,0.090133,2,,,,,,,0,0,synthetic
5.0000,pushUp,face,0.079828,,0.950000,0.3,0.3,0.282538,0.282538,0.950000,0.079828,2,,,,,,,0,0,synthetic
5.0333,pushUp,face,0.068535,,0.950000,0.3,0.3,0.261792,0.261792,0.950000,0.068535,2,,,,,,,0,0,synthetic
5.0667,pushUp,face,0.064671,,0.950000,0.3,0.3,0.254304,0.254304,0.950000,0.064671,2,,,,,,,0,0,synthetic
5.1000,pushUp,face,0.050710,,0.950000,0.3,0.3,0.225189,0.225189,0.950000,0.050710,2,,,,,,,0,0,synthetic
5.1333,pushUp,face,0.048892,,0.950000,0.3,0.3,0.221114,0.221114,0.950000,0.048892,2,,,,,,,0,0,synthetic
5.1667,pushUp,face,0.049801,,0.950000,0.3,0.3,0.223162,0.223162,0.950000,0.049801,2,,,,,,,0,0,synthetic
5.2000,pushUp,face,0.049549,,0.950000,0.3,0.3,0.222596,0.222596,0.950000,0.049549,2,,,,,,,0,0,synthetic
5.2333,pushUp,face,0.049875,,0.950000,0.3,0.3,0.223326,0.223326,0.950000,0.049875,2,,,,,,,0,0,synthetic
5.2667,pushUp,face,0.044544,,0.950000,0.3,0.3,0.211054,0.211054,0.950000,0.044544,2,,,,,,,0,0,synthetic
5.3000,pushUp,face,0.049026,,0.950000,0.3,0.3,0.221419,0.221419,0.950000,0.049026,2,,,,,,,0,0,synthetic
5.3333,pushUp,face,0.052017,,0.950000,0.3,0.3,0.228073,0.228073,0.950000,0.052017,2,,,,,,,0,0,synthetic
5.3667,pushUp,face,0.047663,,0.950000,0.3,0.3,0.218318,0.218318,0.950000,0.047663,2,,,,,,,0,0,synthetic
5.4000,pushUp,face,0.049867,,0.950000,0.3,0.3,0.223308,0.223308,0.950000,0.049867,2,,,,,,,0,0,synthetic
5.4333,pushUp,face,0.051907,,0.950000,0.3,0.3,0.227831,0.227831,0.950000,0.051907,2,,,,,,,0,0,synthetic
5.4667,pushUp,face,0.051712,,0.950000,0.3,0.3,0.227404,0.227404,0.950000,0.051712,2,,,,,,,0,0,synthetic
5.5000,pushUp,face,0.052982,,0.950000,0.3,0.3,0.230178,0.230178,0.950000,0.052982,2,,,,,,,0,0,synthetic
5.5333,pushUp,face,0.056408,,0.950000,0.3,0.3,0.237503,0.237503,0.950000,0.056408,2,,,,,,,0,0,synthetic
5.5667,pushUp,face,0.068872,,0.950000,0.3,0.3,0.262435,0.262435,0.950000,0.068872,2,,,,,,,0,0,synthetic
5.6000,pushUp,face,0.078582,,0.950000,0.3,0.3,0.280324,0.280324,0.950000,0.078582,2,,,,,,,0,0,synthetic
5.6333,pushUp,face,0.090069,,0.950000,0.3,0.3,0.300116,0.300116,0.950000,0.090069,2,,,,,,,0,0,synthetic
5.6667,pushUp,face,0.100399,,0.950000,0.3,0.3,0.316859,0.316859,0.950000,0.100399,2,,,,,,,0,0,synthetic
5.7000,pushUp,face,0.102037,,0.950000,0.3,0.3,0.319432,0.319432,0.950000,0.102037,2,,,,,,,0,0,synthetic
5.7333,pushUp,face,0.118521,,0.950000,0.3,0.3,0.344268,0.344268,0.950000,0.118521,2,,,,,,,0,0,synthetic
5.7667,pushUp,face,0.122105,,0.950000,0.3,0.3,0.349435,0.349435,0.950000,0.122105,2,,,,,,,0,0,synthetic
5.8000,pushUp,face,0.134702,,0.950000,0.3,0.3,0.367017,0.367017,0.950000,0.134702,2,,,,,,,0,0,synthetic
5.8333,pushUp,face,0.138330,,0.950000,0.3,0.3,0.371927,0.371927,0.950000,0.138330,2,,,,,,,0,0,synthetic
5.8667,pushUp,face,0.149254,,0.950000,0.3,0.3,0.386334,0.386334,0.950000,0.149254,2,,,,,,,0,0,synthetic
5.9000,pushUp,face,0.158455,,0.950000,0.3,0.3,0.398064,0.398064,0.950000,0.158455,2,,,,,,,0,0,synthetic
5.9333,pushUp,face,0.162477,,0.950000,0.3,0.3,0.403085,0.403085,0.950000,0.162477,2,,,,,,,0,0,synthetic
5.9667,pushUp,face,0.169385,,0.950000,0.3,0.3,0.411564,0.411564,0.950000,0.169385,2,,,,,,,0,0,synthetic
6.0000,pushUp,face,0.176315,,0.950000,0.3,0.3,0.419898,0.419898,0.950000,0.176315,2,,,,,,,0,0,synthetic
6.0333,pushUp,face,0.180187,,0.950000,0.3,0.3,0.424484,0.424484,0.950000,0.180187,2,,,,,,,0,0,synthetic
6.0667,pushUp,face,0.184354,,0.950000,0.3,0.3,0.429365,0.429365,0.950000,0.184354,2,,,,,,,0,0,synthetic
6.1000,pushUp,face,0.191648,,0.950000,0.3,0.3,0.437777,0.437777,0.950000,0.191648,2,,,,,,,0,0,synthetic
6.1333,pushUp,face,0.194136,,0.950000,0.3,0.3,0.440609,0.440609,0.950000,0.194136,2,,,,,,,0,0,synthetic
6.1667,pushUp,face,0.194301,,0.950000,0.3,0.3,0.440796,0.440796,0.950000,0.194301,2,,,,,,,0,0,synthetic
6.2000,pushUp,face,0.202608,,0.950000,0.3,0.3,0.450120,0.450120,0.950000,0.202608,2,,,,,,,0,0,synthetic
6.2333,pushUp,face,0.196423,,0.950000,0.3,0.3,0.443196,0.443196,0.950000,0.196423,2,,,,,,,0,0,synthetic
6.2667,pushUp,face,0.201508,,0.950000,0.3,0.3,0.448896,0.448896,0.950000,0.201508,2,,,,,,,0,0,synthetic
6.3000,pushUp,face,0.199469,,0.950000,0.3,0.3,0.446619,0.446619,0.950000,0.199469,2,,,,,,,0,0,synthetic
6.3333,pushUp,face,0.199944,,0.950000,0.3,0.3,0.447151,0.447151,0.950000,0.199944,2,,,,,,,0,0,synthetic
6.3667,pushUp,face,0.200127,,0.950000,0.3,0.3,0.447355,0.447355,0.950000,0.200127,2,,,,,,,0,0,synthetic
6.4000,pushUp,face,0.197562,,0.950000,0.3,0.3,0.444480,0.444480,0.950000,0.197562,2,,,,,,,0,0,synthetic
6.4333,pushUp,face,0.196166,,0.950000,0.3,0.3,0.442906,0.442906,0.950000,0.196166,2,,,,,,,0,0,synthetic
6.4667,pushUp,face,0.188985,,0.950000,0.3,0.3,0.434724,0.434724,0.950000,0.188985,2,,,,,,,0,0,synthetic
6.5000,pushUp,face,0.185563,,0.950000,0.3,0.3,0.430770,0.430770,0.950000,0.185563,2,,,,,,,0,0,synthetic
6.5333,pushUp,face,0.185761,,0.950000,0.3,0.3,0.431000,0.431000,0.950000,0.185761,2,,,,,,,0,0,synthetic
6.5667,pushUp,face,0.177977,,0.950000,0.3,0.3,0.421874,0.421874,0.950000,0.177977,2,,,,,,,0,0,synthetic
6.6000,pushUp,face,0.172667,,0.950000,0.3,0.3,0.415532,0.415532,0.950000,0.172667,2,,,,,,,0,0,synthetic
6.6333,pushUp,face,0.166063,,0.950000,0.3,0.3,0.407508,0.407508,0.950000,0.166063,2,,,,,,,0,0,synthetic
6.6667,pushUp,face,0.165309,,0.950000,0.3,0.3,0.406582,0.406582,0.950000,0.165309,2,,,,,,,0,0,synthetic
6.7000,pushUp,face,0.157559,,0.950000,0.3,0.3,0.396937,0.396937,0.950000,0.157559,2,,,,,,,0,0,synthetic
6.7333,pushUp,face,0.151848,,0.950000,0.3,0.3,0.389677,0.389677,0.950000,0.151848,2,,,,,,,0,0,synthetic
